Ano de Previsão,Valor Previsto para o Ano Escolhido,MAE (Erro Médio Absoluto),RMSE (Raiz do Erro Quadrático Médio),R2 (Coeficiente de Determinação),flag,username,timestamp
2024,0,0,0,0,,,2024-08-10 23:05:34.571049
